Time (s)	Light Intensity (% of scale max)	Position (m)
21.4	0.1	-0.2676
21.44	0.1	-0.2674
21.45	0.1	-0.2674
21.48	0.1	-0.2675
21.5	0.1	-0.2686
21.52	0.1	-0.2686
21.55	0.1	-0.2686
21.56	0.1	-0.2686
21.6	0.1	-0.2686
21.64	0.1	-0.2686
21.65	0.1	-0.2686
21.68	0.1	-0.2686
21.7	0.1	-0.2686
21.72	0.1	-0.2685
21.75	0.1	-0.2677
21.76	0.1	-0.2667
21.8	0.1	-0.2653
21.84	0.1	-0.2637
21.85	0.1	-0.2622
21.88	0.1	-0.2606
21.9	0.1	-0.2588
21.92	0.1	-0.257
21.95	0.1	-0.2556
21.96	0.1	-0.2548
22.0	0.1	-0.2543
22.04	0.1	-0.2541
22.05	0.1	-0.2541
22.08	0.1	-0.2541
22.1	0.1	-0.2546
22.12	0.1	-0.2557
22.15	0.1	-0.2557
22.16	0.1	-0.2557
22.2	0.1	-0.2557
22.24	0.1	-0.2557
22.25	0.1	-0.2557
22.28	0.1	-0.2557
22.3	0.1	-0.2557
22.32	0.1	-0.2553
22.35	0.1	-0.2548
22.36	0.1	-0.2541
22.4	0.1	-0.2532
22.44	0.1	-0.2515
22.45	0.1	-0.25
22.48	0.1	-0.2485
22.5	0.1	-0.2465
0.1	-0.2452	22.52
0.1	-0.244	22.55
0.1	-0.2427	22.56
0.1	-0.2419	22.6
0.1	-0.2412	22.64
0.1	-0.2403	22.65
0.1	-0.2401	22.68
0.1	-0.2402	22.7
0.1	-0.2408	22.72
0.1	-0.2409	22.75
0.1	-0.2409	22.76
0.1	-0.2409	22.8
0.1	-0.2409	22.84
0.1	-0.2409	22.85
0.1	-0.2409	22.88
0.1	-0.2409	22.9
0.1	-0.2409	22.92
0.1	-0.2405	22.95
0.1	-0.2396	22.96
0.1	-0.2385	23.0
0.1	-0.2373	23.04
0.1	-0.2359	23.05
0.1	-0.2344	23.08
0.1	-0.2329	23.1
0.1	-0.2316	23.12
0.1	-0.2299	23.15
0.1	-0.2287	23.16
0.1	-0.228	23.2
0.1	-0.2277	23.24
0.1	-0.2276	23.25
0.1	-0.2276	23.28
0.1	-0.2277	23.3
0.1	-0.2287	23.32
0.1	-0.229	23.35
0.1	-0.229	23.36
0.1	-0.229	23.4
