Time (s)	Light Intensity (% of scale max)	Position (m)
18.8	1.7	0.0
18.84	1.7	0.0
18.85	1.7	0.0
18.88	1.7	0.0
18.9	1.7	0.0
18.92	1.7	0.0
18.95	1.7	0.0
18.96	1.7	0.0
19.0	1.6	0.0
19.04	1.7	0.0
19.05	1.7	0.0
19.08	1.7	0.0
19.1	1.7	0.0
19.12	1.6	0.0
19.15	1.7	0.0
19.16	1.7	0.0
19.2	1.7	0.0
19.24	1.7	0.0
19.25	1.7	0.0
19.28	1.7	0.0
19.3	1.7	0.0
19.32	1.7	0.0
19.35	1.7	0.0
19.36	1.7	0.0
19.4	1.7	0.0
19.44	1.8	0.0
19.45	1.8	0.0
19.48	1.8	0.0
19.5	1.8	0.0
19.52	1.8	0.0
19.55	1.8	0.0
19.56	1.8	0.0
19.6	1.8	0.0
19.64	1.8	0.0
19.65	1.8	0.0
19.68	1.8	0.0
19.7	1.8	0.0
19.72	1.8	0.0
19.75	1.8	0.0
19.76	1.8	0.0
19.8	1.8	0.0
19.84	1.8	0.0
19.85	1.8	0.0
19.88	1.8	0.0
19.9	1.8	0.0
19.92	1.7	0.0
19.95	1.8	0.0
19.96	1.8	0.0
20.0	1.8	0.0
20.04	1.8	0.0
20.05	1.7	0.0
20.08	1.8	0.0
20.1	1.8	0.0
20.12	1.8	0.0
20.15	1.8	0.0
20.16	1.8	0.0
20.2	1.8	0.0
20.24	1.8	0.0
20.25	1.8	0.0
20.28	1.8	0.0
20.3	1.8	0.0
20.32	1.8	0.0
20.35	1.9	0.0
20.36	1.9	0.0
20.4	1.9	0.0
20.44	1.8	0.0
20.45	1.8	0.0
20.48	1.8	0.0
20.5	1.8	0.0
20.52	1.8	0.0
20.55	1.8	0.0
20.56	1.8	0.0
20.6	1.8	0.0
20.64	1.9	0.0
20.65	1.9	0.0
20.68	1.9	0.0
20.7	1.9	0.0
20.72	1.9	0.0
20.75	1.9	0.0
20.76	2.0	0.0
20.8	2.0	0.0
20.84	2.0	0.0
20.85	2.0	0.0
20.88	2.0	0.0
20.9	2.0	0.0
20.92	2.1	0.0
20.95	2.1	0.0
20.96	2.1	0.0
21.0	2.1	0.0
21.04	2.1	0.0
21.05	2.2	0.0
21.08	2.3	0.0
21.1	2.3	0.0
21.12	2.3	0.0
21.15	2.3	0.0
21.16	2.3	0.0
21.2	2.3	0.0
21.24	2.2	0.0
21.25	2.2	0.0
21.28	2.2	0.0
21.3	2.0	0.0
21.32	2.0	0.0
21.35	2.0	0.0
21.36	1.9	0.0
21.4	1.9	0.0
21.44	1.9	0.0
21.45	1.8	0.0
21.48	1.8	0.0
21.5	1.8	0.0
21.52	1.8	0.0
21.55	1.8	0.0
21.56	1.8	0.0
21.6	1.8	0.0
21.64	1.8	0.0
21.65	1.8	0.0
21.68	1.8	0.0
21.7	1.7	0.0
21.72	1.8	0.0
21.75	1.8	0.0
21.76	1.8	0.0
21.8	1.7	0.0
21.84	1.7	0.0
21.85	1.7	0.0
21.88	1.8	0.0
21.9	1.7	0.0
21.92	1.7	0.0
21.95	1.7	0.0
21.96	1.7	0.0
22.0	1.7	0.0
22.04	1.7	0.0
22.05	1.7	0.0
22.08	1.7	0.0
22.1	1.7	0.0
22.12	1.7	0.0
22.15	1.8	0.0
22.16	1.7	0.0
22.2	1.7	0.0
22.24	1.7	0.0
22.25	1.7	0.0
22.28	1.7	0.0
22.3	1.7	0.0
22.32	1.7	0.0
22.35	1.7	0.0
22.36	1.7	0.0
22.4	1.7	0.0
22.44	1.7	0.0
22.45	1.7	0.0
22.48	1.6	0.0
22.5	1.6	0.0
1.7	0.0	22.52
1.7	0.0	22.55
1.7	0.0	22.56
1.6	0.0	22.6
1.6	0.0	22.64
1.7	0.0	22.65
1.7	0.0	22.68
1.7	0.0	22.7
1.7	0.0	22.72
1.6	0.0	22.75
1.7	0.0	22.76
1.7	0.0	22.8
1.7	0.0	22.84
1.7	0.0	22.85
1.6	0.0	22.88
1.7	0.0	22.9
1.7	0.0	22.92
1.7	0.0	22.95
1.7	0.0	22.96
1.6	0.0	23.0
1.7	0.0	23.04
1.7	0.0	23.05
1.7	0.0	23.08
1.6	0.0	23.1
1.6	0.0	23.12
1.6	0.0	23.15
1.7	0.0	23.16
1.6	0.0	23.2
1.6	0.0	23.24
1.6	0.0	23.25
1.6	0.0	23.28
1.7	0.0	23.3
1.6	0.0	23.32
1.6	0.0	23.35
1.6	0.0	23.36
1.7	0.0	23.4
1.7	0.0	23.44
1.7	0.0	23.45
1.6	0.0	23.48
1.6	0.0	23.5
1.7	0.0	23.52
1.7	0.0	23.55
1.7	0.0	23.56
1.7	0.0	23.6
1.6	0.0	23.64
1.6	0.0	23.65
1.7	0.0	23.68
1.7	0.0	23.7
1.7	0.0	23.72
1.6	0.0	23.75
