"Time (s) Florinda 0.02 1.5";"Light Intensity (% of scale max) Florinda 0.02 1.5";"Angle (rad) Florinda 0.02 1.5";"Time (s) Arianna 0.02 1.5";"Light Intensity (% of scale max) Arianna 0.02 1.5";"Angle (rad) Arianna 0.02 1.5";"Time (s) Antonio 0.02 1.5";"Light Intensity (% of scale max) Antonio 0.02 1.5";"Angle (rad) Antonio 0.02 1.5";"Time (s) Florinda 0.04 1.5";"Light Intensity (% of scale max) Florinda 0.04 1.5";"Angle (rad) Florinda 0.04 1.5";"Time (s) Matteo 0.04 1.5";"Light Intensity (% of scale max) Matteo 0.04 1.5";"Angle (rad) Matteo 0.04 1.5";"Time (s) Antonio 0.04 1.5";"Light Intensity (% of scale max) Antonio 0.04 1.5";"Angle (rad) Antonio 0.04 1.5";"Time (s) Arianna 0.08 1.5";"Light Intensity (% of scale max) Arianna 0.08 1.5";"Angle (rad) Arianna 0.08 1.5";"Time (s) Florinda 0.08 1.5";"Light Intensity (% of scale max) Florinda 0.08 1.5";"Angle (rad) Florinda 0.08 1.5";"Time (s) Matteo 0.08 1.5";"Light Intensity (% of scale max) Matteo 0.08 1.5";"Angle (rad) Matteo 0.08 1.5";"Time (s) Florinda 0.02 1.0 candela";"Light Intensity (% of scale max) Florinda 0.02 1.0 candela";"Angle (rad) Florinda 0.02 1.0 candela";"Time (s) Antonio 0.04 1.0 candela";"Light Intensity (% of scale max) Antonio 0.04 1.0 candela";"Angle (rad) Antonio 0.04 1.0 candela";"Time (s) Matteo 0.04 1.0";"Light Intensity (% of scale max) Matteo 0.04 1.0";"Angle (rad) Matteo 0.04 1.0";"Time (s) Arianna 0.08 1.0";"Light Intensity (% of scale max) Arianna 0.08 1.0";"Angle (rad) Arianna 0.08 1.0";"Time (s) Antonio 0.08 0.5";"Light Intensity (% of scale max) Antonio 0.08 0.5";"Angle (rad) Antonio 0.08 0.5";"Time (s) Florinda 0.04 0.5";"Light Intensity (% of scale max) Florinda 0.04 0.5";"Angle (rad) Florinda 0.04 0.5";"Time (s) Laser rumore costante sole";"Light Intensity (% of scale max) Laser rumore costante sole";"Angle (rad) Laser rumore costante sole";"Time (s) Corrente di buio t candela";"Light Intensity (% of scale max) Corrente di buio t candela";"Angle (rad) Corrente di buio t candela";"Time (s) Corrente di buio t lampadina";"Light Intensity (% of scale max) Corrente di buio t lampadina";"Angle (rad) Corrente di buio t lampadina";"Time (s) Rumore t lampadina";"Light Intensity (% of scale max) Rumore t lampadina";"Angle (rad) Rumore t lampadina";"Time (s) Rumore t candela";"Light Intensity (% of scale max) Rumore t candela";"Angle (rad) Rumore t candela";"Time (s) Rumore s lampadina";"Light Intensity (% of scale max) Rumore s lampadina";"Angle (rad) Rumore s lampadina";"Time (s) VAntonio 0.02 1.5";"Light Intensity (% of scale max) VAntonio 0.02 1.5";"Angle (rad) VAntonio 0.02 1.5"
;;;;;;;;;193,150;0,04910;-4,12334;193,150;0,06398;-10,08609;;;;;;;193,150;0,03809;-12,58876;193,150;11,03912;-7,97180;193,150;16,58733;-6,43556;;;;193,150;0,06209;-10,45052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;193,200;0,04909;-4,12334;193,200;0,06242;-10,09552;;;;;;;193,200;0,03819;-12,58680;193,200;11,04045;-7,97180;193,200;16,88223;-6,43399;;;;193,200;0,06235;-10,45052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;193,250;0,04913;-4,12334;193,250;0,06079;-10,11279;;;;;;;193,250;0,03825;-12,58680;193,250;11,04854;-7,97180;193,250;16,89825;-6,43359;;;;193,250;0,06207;-10,45052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;193,300;0,04897;-4,12256;193,300;0,06075;-10,11279;;;;;;;193,300;0,03844;-12,58680;193,300;11,03612;-7,97180;193,300;16,86765;-6,43163;;;;193,300;0,06241;-10,45052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;193,350;0,04878;-4,11942;193,350;0,06030;-10,11279;;;;;;;193,350;0,03848;-12,58680;193,350;11,05057;-7,97180;193,350;16,81847;-6,42849;;;;193,350;0,06206;-10,45052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;193,400;0,04868;-4,11706;193,400;0,05890;-10,11437;;;;;;;193,400;0,03845;-12,58680;193,400;11,04143;-7,97180;193,400;16,76242;-6,42299;;;;193,400;0,06195;-10,45052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;193,450;0,04945;-4,09664;193,450;0,05789;-10,11240;;;;;;;193,450;0,03850;-12,58680;193,450;11,04424;-7,97180;193,450;16,33710;-6,41671;;;;193,450;0,06201;-10,45052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;193,500;0,05019;-4,04716;193,500;0,05820;-10,10573;;;;;;;193,500;0,03879;-12,58680;193,500;11,03593;-7,97180;193,500;16,08739;-6,40728;;;;193,500;0,06175;-10,44973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;193,550;0,05095;-4,00239;193,550;0,06035;-10,09198;;;;;;;193,550;0,03873;-12,58680;193,550;11,02040;-7,97180;193,550;15,79364;-6,38843;;;;193,550;0,06189;-10,44659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;193,600;0,05148;-3,96312;193,600;0,06407;-10,07981;;;;;;;193,600;0,03851;-12,58680;193,600;11,04440;-7,97180;193,600;14,35402;-6,35073;;;;193,600;0,06200;-10,44580;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;193,650;0,05219;-3,92542;193,650;0,06538;-10,07195;;;;;;;193,650;0,03894;-12,58680;193,650;11,05374;-7,97180;193,650;13,75328;-6,31500;;;;193,650;0,06207;-10,44423;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;193,700;0,05292;-3,90579;193,700;0,06685;-10,06410;;;;;;;193,700;0,03900;-12,58680;193,700;11,04843;-7,97180;193,700;12,79550;-6,28005;;;;193,700;0,06206;-10,44423;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;193,750;0,05460;-3,88497;193,750;0,06905;-10,05036;;;;;;;193,750;0,03888;-12,58680;193,750;11,05806;-7,97180;193,750;12,41803;-6,24863;;;;193,750;0,06166;-10,44070;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;193,800;0,05566;-3,85945;193,800;0,07567;-10,03583;;;;;;;193,800;0,03911;-12,58680;193,800;11,04222;-7,97180;193,800;12,07567;-6,22350;;;;193,800;0,05983;-10,41910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;193,850;0,05707;-3,83392;193,850;0,07979;-10,02012;;;;;;;193,850;0,03902;-12,58680;193,850;11,05130;-7,97180;193,850;11,75507;-6,20976;;;;193,850;0,05876;-10,40261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;193,900;0,05862;-3,80604;193,900;0,08517;-10,00205;;;;;;;193,900;0,03888;-12,58680;193,900;11,09494;-7,97180;193,900;11,74519;-6,20701;;;;193,900;0,05678;-10,39083;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;193,950;0,06187;-3,77698;193,950;0,09598;-9,98517;;;;;;;193,950;0,03926;-12,58680;193,950;11,10983;-7,97180;193,950;11,65291;-6,20779;;;;193,950;0,05586;-10,37787;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;194,000;0,06258;-3,75421;194,000;0,09943;-9,97613;;;;;;;194,000;0,03876;-12,58680;194,000;11,14839;-7,97180;194,000;11,70840;-6,20779;;;;194,000;0,05504;-10,36569;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;194,050;0,06316;-3,72868;194,050;0,10326;-9,96907;;;;;;;194,050;0,03908;-12,58680;194,050;11,13481;-7,97023;194,050;11,76172;-6,20779;;;;194,050;0,05391;-10,34763;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;194,100;0,06281;-3,69294;194,100;0,10400;-9,96671;;;;;;;194,100;0,03960;-12,58680;194,100;11,09758;-7,96944;194,100;11,67380;-6,20779;;;;194,100;0,05249;-10,33742;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;194,150;0,05969;-3,65721;194,150;0,10503;-9,96789;;;;;;;194,150;0,03952;-12,58680;194,150;11,24159;-7,96748;194,150;11,69510;-6,20779;;;;194,150;0,05153;-10,32839;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;194,200;0,05762;-3,62226;194,200;0,10580;-9,96828;;;;;;;194,200;0,03960;-12,58523;194,200;11,29529;-7,96551;194,200;11,71748;-6,20779;;;;194,200;0,05121;-10,32485;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;194,250;0,05724;-3,61126;194,250;0,10529;-9,97496;;;;;;;194,250;0,03938;-12,58366;194,250;11,36456;-7,96512;194,250;11,68283;-6,20779;;;;194,250;0,05133;-10,32328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;194,300;0,05757;-3,61205;194,300;0,09973;-9,98556;;;;;;;194,300;0,03949;-12,58287;194,300;11,44550;-7,96316;194,300;11,76294;-6,20779;;;;194,300;0,05080;-10,32250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;194,350;0,05780;-3,61401;194,350;0,09999;-9,98556;;;;;;;194,350;0,03891;-12,57502;194,350;11,49011;-7,96237;194,350;11,73387;-6,20779;;;;194,350;0,05054;-10,31935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;194,400;0,05795;-3,61441;194,400;0,09908;-9,98556;;;;;;;194,400;0,03888;-12,56167;194,400;11,71501;-7,95766;194,400;11,69438;-6,20779;;;;194,400;0,04970;-10,30914;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;194,450;0,05765;-3,61441;194,450;0,09589;-10,00048;;;;;;;194,450;0,03859;-12,56010;194,450;11,83688;-7,95452;194,450;11,73462;-6,20779;;;;194,450;0,04886;-10,29461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;194,500;0,05795;-3,61441;194,500;0,09445;-10,00755;;;;;;;194,500;0,03880;-12,56010;194,500;11,89070;-7,95216;194,500;11,74434;-6,20779;;;;194,500;0,04552;-10,27459;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;194,550;0,05763;-3,61441;194,550;0,09331;-10,00755;;;;;;;194,550;0,03902;-12,56010;194,550;12,11258;-7,94627;194,550;11,64641;-6,20779;;;;194,550;0,04401;-10,25927;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;194,600;0,05797;-3,61441;194,600;0,08868;-10,00598;;;;;;;194,600;0,03909;-12,55853;194,600;12,25961;-7,94352;194,600;11,72174;-6,20779;;;;194,600;0,04398;-10,25731;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;194,650;0,05779;-3,61126;194,650;0,08652;-10,00402;;;;;;;194,650;0,03879;-12,54949;194,650;12,47298;-7,93645;194,650;11,72476;-6,20622;;;;194,650;0,04292;-10,25299;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;194,700;0,05788;-3,61126;194,700;0,08771;-10,00127;;;;;;;194,700;0,03911;-12,54439;194,700;12,78125;-7,92624;194,700;11,67093;-6,20622;;;;194,700;0,04231;-10,24631;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;194,750;0,05717;-3,60066;194,750;0,08833;-9,99734;;;;;;;194,750;0,03917;-12,54046;194,750;13,04083;-7,92075;194,750;11,69533;-6,20504;;;;194,750;0,04124;-10,23728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;194,800;0,05550;-3,53744;194,800;0,09067;-9,98870;;;;;;;194,800;0,03951;-12,53496;194,800;13,06963;-7,91839;194,800;11,71146;-6,20308;;;;194,800;0,04066;-10,22746;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;194,850;0,05548;-3,48128;194,850;0,09502;-9,97692;;;;;;;194,850;0,03969;-12,52947;194,850;13,16180;-7,91525;194,850;11,63416;-6,19837;;;;194,850;0,03871;-10,21804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;194,900;0,05528;-3,45497;194,900;0,10504;-9,96592;;;;;;;194,900;0,03983;-12,52475;194,900;13,40494;-7,90739;194,900;11,48497;-6,18737;;;;194,900;0,03799;-10,20940;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;194,950;0,05447;-3,41452;194,950;0,11034;-9,95493;;;;;;;194,950;0,04018;-12,52240;194,950;13,55704;-7,89836;194,950;11,25983;-6,16695;;;;194,950;0,03766;-10,19958;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;195,000;0,05391;-3,38036;195,000;0,12016;-9,93529;;;;;;;195,000;0,03998;-12,52240;195,000;13,82480;-7,89169;195,000;11,02261;-6,13711;;;;195,000;0,03651;-10,18819;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;195,050;0,05310;-3,35758;195,050;0,13124;-9,91644;;;;;;;195,050;0,04031;-12,52240;195,050;13,99586;-7,88305;195,050;10,70580;-6,10726;;;;195,050;0,03549;-10,17445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;195,100;0,05223;-3,33009;195,100;0,14771;-9,90309;;;;;;;195,100;0,03993;-12,52240;195,100;14,31090;-7,87205;195,100;10,52144;-6,08605;;;;195,100;0,03503;-10,16149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;195,150;0,04980;-3,29907;195,150;0,15524;-9,89210;;;;;;;195,150;0,04015;-12,52240;195,150;14,45749;-7,86106;195,150;10,23936;-6,07310;;;;195,150;0,03474;-10,15089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;195,200;0,04913;-3,27197;195,200;0,16409;-9,87875;;;;;;;195,200;0,04031;-12,52240;195,200;14,57834;-7,85085;195,200;10,17769;-6,06328;;;;195,200;0,03511;-10,14107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;195,250;0,04881;-3,24566;195,250;0,17473;-9,87089;;;;;;;195,250;0,04044;-12,52240;195,250;14,79559;-7,84378;195,250;10,20372;-6,05817;;;;195,250;0,03494;-10,13950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;195,300;0,04796;-3,20678;195,300;0,18352;-9,86068;;;;;;;195,300;0,04025;-12,52240;195,300;14,82890;-7,84064;195,300;10,12111;-6,05700;;;;195,300;0,03499;-10,13950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;195,350;0,04721;-3,14434;195,350;0,19193;-9,85047;;;;;;;195,350;0,04028;-12,52240;195,350;14,89949;-7,83632;195,350;10,07047;-6,05700;;;;195,350;0,03485;-10,14068;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;195,400;0,04686;-3,08190;195,400;0,19499;-9,84576;;;;;;;195,400;0,04034;-12,52240;195,400;14,89899;-7,83200;195,400;10,16670;-6,05700;;;;195,400;0,03476;-10,14264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;195,450;0,04707;-3,02496;195,450;0,20993;-9,83437;;;;;;;195,450;0,04022;-12,52240;195,450;14,94832;-7,82336;195,450;10,13707;-6,05700;;;;195,450;0,03496;-10,14617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;195,500;0,04689;-2,98452;195,500;0,21503;-9,82612;;;;;;;195,500;0,04036;-12,52240;195,500;15,11586;-7,81315;195,500;10,08484;-6,05700;;;;195,500;0,03500;-10,14735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;195,550;0,04698;-2,97234;195,550;0,21983;-9,82023;;;;;;;195,550;0,04037;-12,52240;195,550;15,07703;-7,80529;195,550;10,17580;-6,05700;;;;195,550;0,03482;-10,14735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;195,600;0,04689;-2,97195;195,600;0,22813;-9,81434;;;;;;;195,600;0,04031;-12,52240;195,600;14,97340;-7,78958;195,600;10,15968;-6,05700;;;;195,600;0,03484;-10,14735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;195,650;0,04694;-2,97195;195,650;0,23357;-9,80649;;;;;;;195,650;0,04065;-12,52240;195,650;14,87990;-7,77937;195,650;10,07347;-6,05700;;;;195,650;0,03491;-10,14735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;195,700;0,04671;-2,97273;195,700;0,23810;-9,79863;;;;;;;195,700;0,04053;-12,52240;195,700;14,77536;-7,76681;195,700;10,12894;-6,05700;;;;195,700;0,03369;-10,14735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;195,750;0,04654;-2,97823;195,750;0,24272;-9,79314;;;;;;;195,750;0,04044;-12,52240;195,750;14,50195;-7,75424;195,750;10,18806;-6,05700;;;;195,750;0,03223;-10,14735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;195,800;0,04633;-2,97980;195,800;0,24680;-9,79078;;;;;;;195,800;0,04073;-12,52240;195,800;14,28838;-7,73775;195,800;10,10944;-6,05700;;;;195,800;0,03429;-10,14735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;195,850;0,04665;-2,97980;195,850;0,25020;-9,78450;;;;;;;195,850;0,04070;-12,52240;195,850;13,97766;-7,72597;195,850;10,08800;-6,05700;;;;195,850;0,03484;-10,15049;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;195,900;0,04657;-2,97980;195,900;0,25421;-9,77821;;;;;;;195,900;0,04070;-12,52240;195,900;13,94472;-7,72204;195,900;10,17145;-6,05700;;;;195,900;0,03479;-10,15049;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;195,950;0,04649;-2,97980;195,950;0,25522;-9,77547;;;;;;;195,950;0,04086;-12,52240;195,950;13,89072;-7,71811;195,950;10,14857;-6,05700;;;;195,950;0,03459;-10,14932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;196,000;0,04655;-2,97980;196,000;0,26044;-9,76722;;;;;;;196,000;0,04077;-12,52083;196,000;13,73141;-7,71576;196,000;10,12421;-6,05700;;;;196,000;0,03459;-10,14735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;196,050;0,04634;-2,97980;196,050;0,26410;-9,75819;;;;;;;196,050;0,04097;-12,51690;196,050;13,59741;-7,70751;196,050;10,19199;-6,05700;;;;196,050;0,03450;-10,14735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;196,100;0,04643;-2,97980;196,100;0,26646;-9,75308;;;;;;;196,100;0,04184;-12,50512;196,100;13,27905;-7,70005;196,100;10,17561;-6,05700;;;;196,100;0,03445;-10,14735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;196,150;0,04625;-2,97980;196,150;0,26794;-9,75033;;;;;;;196,150;0,04294;-12,49569;196,150;13,16672;-7,69494;196,150;10,09319;-6,05700;;;;196,150;0,03464;-10,14382;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;196,200;0,04616;-2,97823;196,200;0,27023;-9,74523;;;;;;;196,200;0,04350;-12,49098;196,200;12,95291;-7,68748;196,200;10,14856;-6,05542;;;;196,200;0,03432;-10,13479;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;196,250;0,04643;-2,97823;196,250;0,27200;-9,74209;;;;;;;196,250;0,04430;-12,48509;196,250;12,59158;-7,68041;196,250;10,16661;-6,05268;;;;196,250;0,03506;-10,11358;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;196,300;0,04649;-2,97823;196,300;0,27303;-9,74130;;;;;;;196,300;0,04451;-12,47920;196,300;12,54695;-7,67806;196,300;9,93289;-6,03972;;;;196,300;0,03574;-10,09866;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;196,350;0,04625;-2,97823;196,350;0,27374;-9,73816;;;;;;;196,350;0,04636;-12,47095;196,350;12,48723;-7,67688;196,350;9,75586;-6,01851;;;;196,350;0,03607;-10,08963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;196,400;0,04613;-2,97823;196,400;0,27397;-9,73580;;;;;;;196,400;0,04738;-12,46114;196,400;12,40906;-7,67492;196,400;9,62411;-6,00359;;;;196,400;0,03676;-10,07981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;196,450;0,04657;-2,97745;196,450;0,27451;-9,73541;;;;;;;196,450;0,04810;-12,45603;196,450;12,18063;-7,66431;196,450;9,51314;-5,99259;;;;196,450;0,03722;-10,06803;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;196,500;0,04648;-2,97273;196,500;0,27554;-9,73345;;;;;;;196,500;0,04863;-12,45250;196,500;11,83636;-7,65842;196,500;9,31459;-5,97139;;;;196,500;0,03833;-10,06017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;196,550;0,04665;-2,96802;196,550;0,27675;-9,72913;;;;;;;196,550;0,04988;-12,44543;196,550;11,63351;-7,65018;196,550;8,53833;-5,93487;;;;196,550;0,03876;-10,05467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;196,600;0,04669;-2,96252;196,600;0,27855;-9,72167;;;;;;;196,600;0,05069;-12,43757;196,600;11,21527;-7,64193;196,600;7,92233;-5,89677;;;;196,600;0,04010;-10,03740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;196,650;0,04677;-2,94642;196,650;0,28154;-9,71381;;;;;;;196,650;0,05089;-12,43600;196,650;11,07509;-7,63800;196,650;7,47069;-5,88892;;;;196,650;0,04086;-10,03386;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;196,700;0,04678;-2,92325;196,700;0,28113;-9,70753;;;;;;;196,700;0,05139;-12,43600;196,700;10,73268;-7,63251;196,700;7,47000;-5,88892;;;;196,700;0,04120;-10,02876;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;196,750;0,04709;-2,91776;196,750;0,28093;-9,70242;;;;;;;196,750;0,05161;-12,43600;196,750;10,60495;-7,62583;196,750;7,51364;-5,88892;;;;196,750;0,04240;-10,02012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;196,800;0,04733;-2,90912;196,800;0,28105;-9,69810;;;;;;;196,800;0,05170;-12,43600;196,800;10,52153;-7,62308;196,800;7,50514;-5,88892;;;;196,800;0,04260;-10,01540;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;196,850;0,04770;-2,88438;196,850;0,28069;-9,69221;;;;;;;196,850;0,05125;-12,43954;196,850;10,21751;-7,61640;196,850;7,49144;-5,89049;;;;196,850;0,04306;-10,01383;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;196,900;0,04817;-2,85414;196,900;0,28012;-9,68475;;;;;;;196,900;0,05055;-12,44543;196,900;10,01172;-7,60816;196,900;7,54234;-5,89913;;;;196,900;0,04414;-10,00677;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;196,950;0,04955;-2,82390;196,950;0,27931;-9,67493;;;;;;;196,950;0,05084;-12,44543;196,950;9,79718;-7,60345;196,950;7,79236;-5,90306;;;;196,950;0,04446;-10,00323;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;197,000;0,05014;-2,79445;197,000;0,27539;-9,66512;;;;;;;197,000;0,05103;-12,44543;197,000;9,74829;-7,60109;197,000;7,76735;-5,90306;;;;197,000;0,04564;-9,99341;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;197,050;0,05098;-2,73790;197,050;0,27391;-9,65530;;;;;;;197,050;0,05128;-12,44543;197,050;9,64207;-7,59716;197,050;7,58505;-5,90306;;;;197,050;0,04724;-9,98281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;197,100;0,05106;-2,68921;197,100;0,27202;-9,64548;;;;;;;197,100;0,05116;-12,44543;197,100;9,48842;-7,59402;197,100;7,59227;-5,90306;;;;197,100;0,04892;-9,96907;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;197,150;0,05089;-2,68292;197,150;0,27110;-9,63802;;;;;;;197,150;0,05098;-12,44425;197,150;9,44139;-7,59206;197,150;7,95261;-5,90306;;;;197,150;0,05206;-9,95768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;197,200;0,05070;-2,68292;197,200;0,26967;-9,63213;;;;;;;197,200;0,05154;-12,44229;197,200;9,33728;-7,58852;197,200;7,67603;-5,90306;;;;197,200;0,05307;-9,95100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;197,250;0,05099;-2,68292;197,250;0,26974;-9,62938;;;;;;;197,250;0,05179;-12,43993;197,250;9,24324;-7,58577;197,250;7,53558;-5,90306;;;;197,250;0,05521;-9,93804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;197,300;0,05086;-2,68292;197,300;0,26831;-9,62428;;;;;;;197,300;0,05197;-12,43679;197,300;9,10771;-7,57988;197,300;7,95654;-5,90306;;;;197,300;0,05809;-9,92037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;197,350;0,05099;-2,68292;197,350;0,26656;-9,62271;;;;;;;197,350;0,05316;-12,43011;197,350;8,81270;-7,57399;197,350;7,89687;-5,90306;;;;197,350;0,06494;-9,90388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;197,400;0,05064;-2,68763;197,400;0,26593;-9,62271;;;;;;;197,400;0,05487;-12,41715;197,400;8,70834;-7,56967;197,400;7,65501;-5,90306;;;;197,400;0,06664;-9,89445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;197,450;0,05087;-2,68763;197,450;0,26682;-9,62271;;;;;;;197,450;0,05579;-12,40498;197,450;8,52951;-7,56339;197,450;7,68114;-5,90306;;;;197,450;0,06735;-9,89053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;197,500;0,05075;-2,68763;197,500;0,26779;-9,62271;;;;;;;197,500;0,05688;-12,39281;197,500;8,12317;-7,55789;197,500;7,73964;-5,90306;;;;197,500;0,06877;-9,88660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;197,550;0,05084;-2,68763;197,550;0,26512;-9,62388;;;;;;;197,550;0,05795;-12,38535;197,550;8,08804;-7,55593;197,550;7,78409;-5,90188;;;;197,550;0,06990;-9,88503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;197,600;0,05098;-2,68763;197,600;0,26682;-9,62585;;;;;;;197,600;0,05855;-12,37946;197,600;7,87869;-7,55239;197,600;7,80025;-5,89992;;;;197,600;0,07013;-9,88503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
