Time (s) Florinda 0.02 1.5	Light Intensity (% of scale max) Florinda 0.02 1.5	Position (m) Florinda 0.02 1.5	Time (s) Arianna 0.02 1.5	Light Intensity (% of scale max) Arianna 0.02 1.5	Position (m) Arianna 0.02 1.5	Time (s) Antonio 0.02 1.5	Light Intensity (% of scale max) Antonio 0.02 1.5	Position (m) Antonio 0.02 1.5	Time (s) Florinda 0.04 1.5	Light Intensity (% of scale max) Florinda 0.04 1.5	Position (m) Florinda 0.04 1.5	Time (s) Matteo 0.04 1.5	Light Intensity (% of scale max) Matteo 0.04 1.5	Position (m) Matteo 0.04 1.5	Time (s) Antonio 0.04 1.5	Light Intensity (% of scale max) Antonio 0.04 1.5	Position (m) Antonio 0.04 1.5	Time (s) Arianna 0.08 1.5	Light Intensity (% of scale max) Arianna 0.08 1.5	Position (m) Arianna 0.08 1.5	Time (s) Florinda 0.08 1.5	Light Intensity (% of scale max) Florinda 0.08 1.5	Position (m) Florinda 0.08 1.5	Time (s) Matteo 0.08 1.5	Light Intensity (% of scale max) Matteo 0.08 1.5	Position (m) Matteo 0.08 1.5	Time (s) Florinda 0.02 1.0 candela	Light Intensity (% of scale max) Florinda 0.02 1.0 candela	Position (m) Florinda 0.02 1.0 candela	Time (s) Antonio 0.04 1.0 candela	Light Intensity (% of scale max) Antonio 0.04 1.0 candela	Position (m) Antonio 0.04 1.0 candela	Time (s) Matteo 0.04 1.0	Light Intensity (% of scale max) Matteo 0.04 1.0	Position (m) Matteo 0.04 1.0	Time (s) Arianna 0.08 1.0	Light Intensity (% of scale max) Arianna 0.08 1.0	Position (m) Arianna 0.08 1.0	Time (s) Antonio 0.08 0.5	Light Intensity (% of scale max) Antonio 0.08 0.5	Position (m) Antonio 0.08 0.5	Time (s) Florinda 0.04 0.5	Light Intensity (% of scale max) Florinda 0.04 0.5	Position (m) Florinda 0.04 0.5	Time (s) Laser rumore costante sole	Light Intensity (% of scale max) Laser rumore costante sole	Position (m) Laser rumore costante sole	Time (s) Corrente di buio t candela	Light Intensity (% of scale max) Corrente di buio t candela	Position (m) Corrente di buio t candela	Time (s) Corrente di buio t lampadina	Light Intensity (% of scale max) Corrente di buio t lampadina	Position (m) Corrente di buio t lampadina	Time (s) Rumore t lampadina	Light Intensity (% of scale max) Rumore t lampadina	Position (m) Rumore t lampadina	Time (s) Rumore t candela	Light Intensity (% of scale max) Rumore t candela	Position (m) Rumore t candela	Time (s) Rumore s lampadina	Light Intensity (% of scale max) Rumore s lampadina	Position (m) Rumore s lampadina	Time (s) Antonio 2 0.02 1.5	Light Intensity (% of scale max) Antonio 2 0.02 1.5	Position (m) Antonio 2 0.02 1.5
												235,550	0,3	-0,1650							235,550	0,2	-0,2159	235,550	0,1	-0,1044							235,550	0,4	-0,1640																														
												235,600	0,3	-0,1650							235,600	0,2	-0,2159	235,600	0,1	-0,1042							235,600	0,4	-0,1640																														
												235,650	0,3	-0,1650							235,650	0,2	-0,2159	235,650	0,1	-0,1039							235,650	0,4	-0,1641																														
												235,700	0,3	-0,1649							235,700	0,2	-0,2159	235,700	0,1	-0,1037							235,700	0,4	-0,1643																														
												235,750	0,3	-0,1649							235,750	0,2	-0,2159	235,750	0,1	-0,1035							235,750	0,4	-0,1643																														
												235,800	0,3	-0,1649							235,800	0,2	-0,2159	235,800	0,1	-0,1032							235,800	0,4	-0,1643																														
												235,850	0,2	-0,1647							235,850	0,2	-0,2160	235,850	0,1	-0,1029							235,850	0,4	-0,1643																														
												235,900	0,2	-0,1643							235,900	0,2	-0,2160	235,900	0,0	-0,1025							235,900	0,4	-0,1643																														
												235,950	0,2	-0,1640							235,950	0,2	-0,2161	235,950	0,0	-0,1022							235,950	0,4	-0,1643																														
												236,000	0,2	-0,1638							236,000	0,2	-0,2161	236,000	0,0	-0,1021							236,000	0,4	-0,1643																														
												236,050	0,2	-0,1636							236,050	0,2	-0,2161	236,050	0,0	-0,1020							236,050	0,4	-0,1643																														
												236,100	0,2	-0,1634							236,100	0,2	-0,2161	236,100	0,0	-0,1020							236,100	0,4	-0,1643																														
												236,150	0,1	-0,1632							236,150	0,2	-0,2161	236,150	0,0	-0,1021							236,150	0,4	-0,1643																														
												236,200	0,1	-0,1629							236,200	0,2	-0,2161	236,200	0,0	-0,1021							236,200	0,4	-0,1642																														
												236,250	0,1	-0,1625							236,250	0,2	-0,2161	236,250	0,0	-0,1022							236,250	0,4	-0,1642																														
												236,300	0,1	-0,1622							236,300	0,2	-0,2161	236,300	0,0	-0,1023							236,300	0,4	-0,1642																														
												236,350	0,1	-0,1619							236,350	0,2	-0,2161	236,350	0,0	-0,1025							236,350	0,4	-0,1641																														
												236,400	0,1	-0,1619							236,400	0,2	-0,2161	236,400	0,0	-0,1025							236,400	0,4	-0,1639																														
												236,450	0,1	-0,1619							236,450	0,2	-0,2161	236,450	0,0	-0,1025							236,450	0,3	-0,1636																														
												236,500	0,1	-0,1619							236,500	0,2	-0,2161	236,500	0,0	-0,1025							236,500	0,3	-0,1635																														
												236,550	0,1	-0,1619							236,550	0,2	-0,2161	236,550	0,0	-0,1025							236,550	0,3	-0,1633																														
												236,600	0,1	-0,1619							236,600	0,2	-0,2160	236,600	0,0	-0,1025							236,600	0,3	-0,1630																														
												236,650	0,1	-0,1619							236,650	0,2	-0,2160	236,650	0,0	-0,1025							236,650	0,3	-0,1627																														
												236,700	0,1	-0,1619							236,700	0,2	-0,2160	236,700	0,0	-0,1025							236,700	0,3	-0,1625																														
												236,750	0,1	-0,1619							236,750	0,2	-0,2160	236,750	0,0	-0,1025							236,750	0,2	-0,1623																														
												236,800	0,1	-0,1619							236,800	0,2	-0,2160	236,800	0,0	-0,1025							236,800	0,2	-0,1622																														
												236,850	0,1	-0,1619							236,850	0,2	-0,2160	236,850	0,0	-0,1024							236,850	0,2	-0,1621																														
												236,900	0,1	-0,1619							236,900	0,2	-0,2159	236,900	0,0	-0,1024							236,900	0,2	-0,1621																														
												236,950	0,1	-0,1619							236,950	0,2	-0,2157	236,950	0,0	-0,1023							236,950	0,2	-0,1620																														
												237,000	0,1	-0,1619							237,000	0,2	-0,2156	237,000	0,0	-0,1023							237,000	0,2	-0,1620																														
												237,050	0,1	-0,1619							237,050	0,2	-0,2153	237,050	0,0	-0,1023							237,050	0,2	-0,1618																														
												237,100	0,1	-0,1619							237,100	0,2	-0,2150	237,100	0,0	-0,1023							237,100	0,2	-0,1615																														
												237,150	0,1	-0,1619							237,150	0,2	-0,2147	237,150	0,0	-0,1022							237,150	0,2	-0,1614																														
												237,200	0,1	-0,1619							237,200	0,2	-0,2145	237,200	0,0	-0,1020							237,200	0,2	-0,1613																														
												237,250	0,1	-0,1619							237,250	0,1	-0,2144	237,250	0,0	-0,1018							237,250	0,2	-0,1612																														
												237,300	0,1	-0,1619							237,300	0,1	-0,2143	237,300	0,0	-0,1017							237,300	0,2	-0,1612																														
												237,350	0,1	-0,1619							237,350	0,1	-0,2141	237,350	0,0	-0,1014							237,350	0,2	-0,1609																														
												237,400	0,1	-0,1619							237,400	0,1	-0,2137	237,400	0,0	-0,1011							237,400	0,1	-0,1605																														
												237,450	0,1	-0,1619							237,450	0,1	-0,2135	237,450	0,0	-0,1007							237,450	0,1	-0,1603																														
												237,500	0,1	-0,1619							237,500	0,1	-0,2133	237,500	0,0	-0,1003							237,500	0,1	-0,1601																														
												237,550	0,1	-0,1619							237,550	0,1	-0,2131	237,550	0,0	-0,0999							237,550	0,1	-0,1600																														
												237,600	0,1	-0,1619							237,600	0,1	-0,2127	237,600	0,0	-0,0994							237,600	0,1	-0,1599																														
												237,650	0,1	-0,1619							237,650	0,1	-0,2122	237,650	0,0	-0,0989							237,650	0,1	-0,1599																														
												237,700	0,1	-0,1619							237,700	0,1	-0,2118	237,700	0,0	-0,0986							237,700	0,1	-0,1598																														
												237,750	0,1	-0,1619							237,750	0,1	-0,2117	237,750	0,0	-0,0983							237,750	0,1	-0,1597																														
												237,800	0,1	-0,1619							237,800	0,1	-0,2117	237,800	0,0	-0,0981							237,800	0,1	-0,1595																														
												237,850	0,1	-0,1619							237,850	0,1	-0,2117	237,850	0,0	-0,0978							237,850	0,1	-0,1594																														
												237,900	0,1	-0,1619							237,900	0,1	-0,2117	237,900	0,0	-0,0976							237,900	0,1	-0,1594																														
												237,950	0,1	-0,1619							237,950	0,1	-0,2119	237,950	0,0	-0,0973							237,950	0,1	-0,1594																														
												238,000	0,1	-0,1619							238,000	0,1	-0,2120	238,000	0,0	-0,0970							238,000	0,1	-0,1594																														
												238,050	0,1	-0,1619							238,050	0,1	-0,2120	238,050	0,0	-0,0969							238,050	0,1	-0,1594																														
												238,100	0,1	-0,1619							238,100	0,1	-0,2120	238,100	0,0	-0,0966							238,100	0,1	-0,1594																														
												238,150	0,1	-0,1619							238,150	0,1	-0,2120	238,150	0,0	-0,0964							238,150	0,1	-0,1594																														
												238,200	0,1	-0,1619							238,200	0,1	-0,2120	238,200	0,0	-0,0963							238,200	0,1	-0,1594																														
												238,250	0,1	-0,1619							238,250	0,1	-0,2120	238,250	0,0	-0,0963							238,250	0,1	-0,1594																														
												238,300	0,1	-0,1619							238,300	0,1	-0,2120	238,300	0,0	-0,0963							238,300	0,1	-0,1594																														
												238,350	0,1	-0,1619							238,350	0,1	-0,2120	238,350	0,0	-0,0963							238,350	0,1	-0,1594																														
												238,400	0,1	-0,1619							238,400	0,1	-0,2120	238,400	0,0	-0,0964							238,400	0,1	-0,1595																														
												238,450	0,1	-0,1618							238,450	0,1	-0,2120	238,450	0,0	-0,0966							238,450	0,1	-0,1596																														
												238,500	0,1	-0,1616							238,500	0,1	-0,2120	238,500	0,0	-0,0967							238,500	0,1	-0,1596																														
												238,550	0,1	-0,1615							238,550	0,1	-0,2120	238,550	0,0	-0,0967							238,550	0,1	-0,1596																														
												238,600	0,1	-0,1614							238,600	0,1	-0,2120	238,600	0,0	-0,0967							238,600	0,1	-0,1596																														
												238,650	0,1	-0,1614							238,650	0,1	-0,2119	238,650	0,0	-0,0967							238,650	0,1	-0,1596																														
												238,700	0,1	-0,1614							238,700	0,1	-0,2119	238,700	0,0	-0,0967							238,700	0,1	-0,1596																														
												238,750	0,1	-0,1614							238,750	0,1	-0,2118	238,750	0,0	-0,0967							238,750	0,1	-0,1597																														
												238,800	0,1	-0,1614							238,800	0,1	-0,2117	238,800	0,0	-0,0967							238,800	0,1	-0,1597																														
												238,850	0,1	-0,1614							238,850	0,1	-0,2116	238,850	0,0	-0,0967							238,850	0,1	-0,1597																														
												238,900	0,1	-0,1614							238,900	0,1	-0,2114	238,900	0,0	-0,0967							238,900	0,1	-0,1597																														
												238,950	0,1	-0,1614							238,950	0,1	-0,2113	238,950	0,0	-0,0967							238,950	0,1	-0,1597																														
												239,000	0,1	-0,1614							239,000	0,1	-0,2111	239,000	0,0	-0,0967							239,000	0,1	-0,1597																														
												239,050	0,1	-0,1612							239,050	0,1	-0,2108	239,050	0,0	-0,0966							239,050	0,1	-0,1597																														
												239,100	0,1	-0,1612							239,100	0,1	-0,2104	239,100	0,0	-0,0966							239,100	0,1	-0,1596																														
												239,150	0,1	-0,1611							239,150	0,1	-0,2100	239,150	0,0	-0,0965							239,150	0,1	-0,1594																														
												239,200	0,1	-0,1611							239,200	0,1	-0,2098	239,200	0,0	-0,0964							239,200	0,1	-0,1590																														
												239,250	0,1	-0,1611							239,250	0,1	-0,2097	239,250	0,0	-0,0963							239,250	0,1	-0,1584																														
												239,300	0,1	-0,1609							239,300	0,2	-0,2094	239,300	0,0	-0,0961							239,300	0,1	-0,1582																														
												239,350	0,1	-0,1608							239,350	0,2	-0,2090	239,350	0,0	-0,0958							239,350	0,1	-0,1581																														
												239,400	0,1	-0,1608							239,400	0,2	-0,2086	239,400	0,0	-0,0954							239,400	0,1	-0,1581																														
												239,450	0,1	-0,1608							239,450	0,3	-0,2083	239,450	0,0	-0,0949							239,450	0,0	-0,1581																														
												239,500	0,1	-0,1608							239,500	0,3	-0,2083	239,500	0,1	-0,0945							239,500	0,0	-0,1578																														
												239,550	0,1	-0,1608							239,550	0,3	-0,2083	239,550	0,1	-0,0941							239,550	0,0	-0,1575																														
												239,600	0,1	-0,1608							239,600	0,3	-0,2083	239,600	0,1	-0,0936							239,600	0,0	-0,1572																														
												239,650	0,1	-0,1607							239,650	0,3	-0,2083	239,650	0,1	-0,0931							239,650	0,0	-0,1571																														
												239,700	0,1	-0,1607							239,700	0,3	-0,2083	239,700	0,1	-0,0926							239,700	0,0	-0,1571																														
												239,750	0,1	-0,1607							239,750	0,3	-0,2084	239,750	0,1	-0,0921							239,750	0,0	-0,1571																														
												239,800	0,1	-0,1607							239,800	0,3	-0,2084	239,800	0,1	-0,0918							239,800	0,0	-0,1571																														
												239,850	0,1	-0,1605							239,850	0,3	-0,2084	239,850	0,1	-0,0916							239,850	0,0	-0,1571																														
												239,900	0,1	-0,1603							239,900	0,3	-0,2084	239,900	0,1	-0,0915							239,900	0,0	-0,1571																														
												239,950	0,1	-0,1601							239,950	0,3	-0,2084	239,950	0,1	-0,0914							239,950	0,0	-0,1572																														
												240,000	0,1	-0,1601							240,000	0,3	-0,2084	240,000	0,1	-0,0911							240,000	0,0	-0,1574																														
												240,050	0,1	-0,1601							240,050	0,3	-0,2084	240,050	0,1	-0,0909							240,050	0,0	-0,1574																														
												240,100	0,1	-0,1599							240,100	0,3	-0,2084	240,100	0,1	-0,0906							240,100	0,0	-0,1574																														
												240,150	0,1	-0,1596							240,150	0,3	-0,2084	240,150	0,1	-0,0903							240,150	0,0	-0,1574																														
												240,200	0,0	-0,1595							240,200	0,3	-0,2084	240,200	0,1	-0,0900							240,200	0,0	-0,1574																														
												240,250	0,0	-0,1593							240,250	0,3	-0,2084	240,250	0,1	-0,0898							240,250	0,0	-0,1574																														
												240,300	0,0	-0,1592							240,300	0,3	-0,2083	240,300	0,1	-0,0897							240,300	0,0	-0,1574																														
												240,350	0,0	-0,1590							240,350	0,3	-0,2083	240,350	0,1	-0,0896							240,350	0,0	-0,1574																														
												240,400	0,0	-0,1588							240,400	0,3	-0,2083	240,400	0,1	-0,0893							240,400	0,0	-0,1574																														
												240,450	0,0	-0,1586							240,450	0,3	-0,2082	240,450	0,1	-0,0891							240,450	0,0	-0,1574																														
												240,500	0,0	-0,1583							240,500	0,3	-0,2079	240,500	0,1	-0,0889							240,500	0,0	-0,1573																														
												240,550	0,0	-0,1581							240,550	0,3	-0,2074	240,550	0,0	-0,0885							240,550	0,0	-0,1573																														
												240,600	0,0	-0,1579							240,600	0,4	-0,2071	240,600	0,0	-0,0881							240,600	0,0	-0,1573																														
												240,650	0,0	-0,1578							240,650	0,4	-0,2067	240,650	0,0	-0,0877							240,650	0,0	-0,1573																														
												240,700	0,0	-0,1578							240,700	0,4	-0,2064	240,700	0,0	-0,0874							240,700	0,0	-0,1572																														
												240,750	0,0	-0,1578							240,750	0,5	-0,2062	240,750	0,0	-0,0871							240,750	0,0	-0,1569																														
												240,800	0,0	-0,1577							240,800	0,5	-0,2059	240,800	0,0	-0,0868							240,800	0,0	-0,1568																														
												240,850	0,0	-0,1576							240,850	0,5	-0,2057	240,850	0,0	-0,0865							240,850	0,0	-0,1567																														
												240,900	0,1	-0,1575							240,900	0,5	-0,2057	240,900	0,0	-0,0863							240,900	0,0	-0,1566																														
												240,950	0,1	-0,1575							240,950	0,5	-0,2057	240,950	0,0	-0,0863							240,950	0,0	-0,1565																														
												241,000	0,1	-0,1574							241,000	0,5	-0,2057	241,000	0,0	-0,0863							241,000	0,0	-0,1564																														
												241,050	0,1	-0,1573							241,050	0,5	-0,2057	241,050	0,0	-0,0863							241,050	0,0	-0,1560																														
												241,100	0,1	-0,1571							241,100	0,5	-0,2057	241,100	0,0	-0,0863							241,100	0,0	-0,1557																														
												241,150	0,1	-0,1570							241,150	0,5	-0,2057	241,150	0,0	-0,0864							241,150	0,0	-0,1555																														
												241,200	0,1	-0,1570							241,200	0,5	-0,2057	241,200	0,0	-0,0865							241,200	0,0	-0,1554																														
												241,250	0,1	-0,1568							241,250	0,5	-0,2058	241,250	0,0	-0,0865							241,250	0,1	-0,1553																														
												241,300	0,1	-0,1566							241,300	0,5	-0,2058	241,300	0,0	-0,0865							241,300	0,1	-0,1550																														
												241,350	0,1	-0,1563							241,350	0,5	-0,2058	241,350	0,0	-0,0865							241,350	0,1	-0,1549																														
												241,400	0,1	-0,1562							241,400	0,5	-0,2058	241,400	0,0	-0,0865							241,400	0,1	-0,1547																														
												241,450	0,1	-0,1560							241,450	0,5	-0,2058	241,450	0,0	-0,0865							241,450	0,1	-0,1544																														
												241,500	0,1	-0,1559							241,500	0,5	-0,2058	241,500	0,0	-0,0865							241,500	0,1	-0,1543																														
												241,550	0,1	-0,1557							241,550	0,5	-0,2058	241,550	0,0	-0,0865							241,550	0,1	-0,1539																														
												241,600	0,1	-0,1555							241,600	0,5	-0,2058	241,600	0,0	-0,0865							241,600	0,1	-0,1537																														
												241,650	0,1	-0,1554							241,650	0,5	-0,2058	241,650	0,0	-0,0865							241,650	0,1	-0,1535																														
												241,700	0,1	-0,1554							241,700	0,5	-0,2058	241,700	0,0	-0,0865							241,700	0,1	-0,1532																														
												241,750	0,1	-0,1553							241,750	0,5	-0,2058	241,750	0,0	-0,0865							241,750	0,1	-0,1531																														
												241,800	0,1	-0,1552							241,800	0,5	-0,2058	241,800	0,0	-0,0865							241,800	0,1	-0,1530																														
												241,850	0,1	-0,1551							241,850	0,5	-0,2058	241,850	0,0	-0,0865							241,850	0,1	-0,1530																														
												241,900	0,1	-0,1550							241,900	0,5	-0,2058	241,900	0,0	-0,0865							241,900	0,1	-0,1528																														
												241,950	0,1	-0,1550							241,950	0,5	-0,2058	241,950	0,0	-0,0865							241,950	0,1	-0,1526																														
												242,000	0,1	-0,1550							242,000	0,5	-0,2058	242,000	0,0	-0,0865							242,000	0,1	-0,1525																														
												242,050	0,1	-0,1549							242,050	0,5	-0,2058	242,050	0,0	-0,0864							242,050	0,1	-0,1522																														
												242,100	0,1	-0,1549							242,100	0,5	-0,2057	242,100	0,0	-0,0864							242,100	0,1	-0,1520																														
												242,150	0,1	-0,1549							242,150	0,5	-0,2057	242,150	0,0	-0,0864							242,150	0,1	-0,1517																														
												242,200	0,1	-0,1547							242,200	0,5	-0,2057	242,200	0,0	-0,0861							242,200	0,1	-0,1515																														
												242,250	0,1	-0,1546							242,250	0,5	-0,2057	242,250	0,0	-0,0851							242,250	0,1	-0,1515																														
												242,300	0,1	-0,1545							242,300	0,5	-0,2056	242,300	0,0	-0,0846							242,300	0,1	-0,1515																														
												242,350	0,1	-0,1544							242,350	0,5	-0,2056	242,350	0,0	-0,0841							242,350	0,1	-0,1515																														
												242,400	0,1	-0,1544							242,400	0,5	-0,2055	242,400	0,0	-0,0836							242,400	0,1	-0,1515																														
												242,450	0,1	-0,1544							242,450	0,6	-0,2048	242,450	0,0	-0,0834							242,450	0,1	-0,1515																														
												242,500	0,1	-0,1544							242,500	0,6	-0,2044	242,500	0,0	-0,0827							242,500	0,1	-0,1515																														
												242,550	0,1	-0,1544							242,550	0,6	-0,2040	242,550	0,0	-0,0822							242,550	0,1	-0,1515																														
												242,600	0,1	-0,1543							242,600	0,6	-0,2038	242,600	0,0	-0,0817							242,600	0,1	-0,1515																														
												242,650	0,1	-0,1543							242,650	0,6	-0,2036	242,650	0,0	-0,0812							242,650	0,1	-0,1516																														
												242,700	0,1	-0,1541							242,700	0,6	-0,2032	242,700	0,0	-0,0807							242,700	0,1	-0,1517																														
												242,750	0,1	-0,1539							242,750	0,6	-0,2027	242,750	0,0	-0,0801							242,750	0,1	-0,1518																														
												242,800	0,1	-0,1537							242,800	0,6	-0,2024	242,800	0,0	-0,0796							242,800	0,1	-0,1518																														
												242,850	0,1	-0,1536							242,850	0,6	-0,2023	242,850	0,0	-0,0792							242,850	0,1	-0,1518																														
												242,900	0,1	-0,1535							242,900	0,6	-0,2023	242,900	0,0	-0,0787							242,900	0,1	-0,1518																														
												242,950	0,1	-0,1535							242,950	0,6	-0,2023	242,950	0,0	-0,0783							242,950	0,1	-0,1518																														
												243,000	0,1	-0,1534							243,000	0,6	-0,2023	243,000	0,0	-0,0780							243,000	0,1	-0,1518																														
												243,050	0,1	-0,1532							243,050	0,6	-0,2023	243,050	0,0	-0,0779							243,050	0,1	-0,1518																														
												243,100	0,1	-0,1530							243,100	0,6	-0,2023	243,100	0,0	-0,0778							243,100	0,1	-0,1518																														
												243,150	0,1	-0,1529							243,150	0,6	-0,2024	243,150	0,0	-0,0778							243,150	0,1	-0,1518																														
												243,200	0,1	-0,1529							243,200	0,6	-0,2024	243,200	0,0	-0,0778							243,200	0,1	-0,1518																														
												243,250	0,1	-0,1527							243,250	0,6	-0,2024	243,250	0,0	-0,0778							243,250	0,1	-0,1517																														
												243,300	0,1	-0,1525							243,300	0,6	-0,2025	243,300	0,0	-0,0779							243,300	0,1	-0,1516																														
												243,350	0,1	-0,1524							243,350	0,6	-0,2025	243,350	0,0	-0,0780							243,350	0,1	-0,1516																														
												243,400	0,1	-0,1524							243,400	0,6	-0,2025	243,400	0,0	-0,0783							243,400	0,1	-0,1516																														
												243,450	0,1	-0,1524							243,450	0,6	-0,2025	243,450	0,0	-0,0783							243,450	0,1	-0,1516																														
												243,500	0,1	-0,1523							243,500	0,6	-0,2025	243,500	0,0	-0,0783							243,500	0,1	-0,1516																														
												243,550	0,1	-0,1519							243,550	0,6	-0,2025	243,550	0,0	-0,0783							243,550	0,1	-0,1516																														
												243,600	0,1	-0,1517							243,600	0,6	-0,2025	243,600	0,0	-0,0783							243,600	0,1	-0,1516																														
												243,650	0,2	-0,1514							243,650	0,6	-0,2025	243,650	0,0	-0,0783							243,650	0,1	-0,1516																														
												243,700	0,2	-0,1512							243,700	0,6	-0,2025	243,700	0,0	-0,0783							243,700	0,1	-0,1516																														
												243,750	0,2	-0,1510							243,750	0,6	-0,2025	243,750	0,0	-0,0783							243,750	0,1	-0,1516																														
												243,800	0,2	-0,1509							243,800	0,6	-0,2025	243,800	0,0	-0,0783							243,800	0,1	-0,1516																														
												243,850	0,2	-0,1507							243,850	0,6	-0,2025	243,850	0,0	-0,0783							243,850	0,1	-0,1515																														
												243,900	0,2	-0,1506							243,900	0,6	-0,2025	243,900	0,0	-0,0782							243,900	0,1	-0,1515																														
												243,950	0,2	-0,1506							243,950	0,6	-0,2024	243,950	0,0	-0,0782							243,950	0,1	-0,1515																														
												244,000	0,2	-0,1506							244,000	0,6	-0,2023	244,000	0,0	-0,0781							244,000	0,1	-0,1515																														
												244,050	0,2	-0,1504							244,050	0,6	-0,2022	244,050	0,1	-0,0779							244,050	0,1	-0,1515																														
												244,100	0,2	-0,1502							244,100	0,6	-0,2020	244,100	0,0	-0,0776							244,100	0,1	-0,1515																														
												244,150	0,2	-0,1500							244,150	0,5	-0,2016	244,150	0,0	-0,0771							244,150	0,1	-0,1515																														
												244,200	0,2	-0,1499							244,200	0,5	-0,2011	244,200	0,0	-0,0763							244,200	0,1	-0,1515																														
												244,250	0,2	-0,1499							244,250	0,5	-0,2008	244,250	0,0	-0,0755							244,250	0,1	-0,1515																														
												244,300	0,2	-0,1498							244,300	0,4	-0,2004	244,300	0,0	-0,0748							244,300	0,1	-0,1515																														
												244,350	0,2	-0,1496							244,350	0,4	-0,2001	244,350	0,0	-0,0740							244,350	0,1	-0,1514																														
												244,400	0,2	-0,1494							244,400	0,4	-0,1999	244,400	0,0	-0,0731							244,400	0,1	-0,1514																														
												244,450	0,2	-0,1492							244,450	0,4	-0,1998	244,450	0,0	-0,0725							244,450	0,1	-0,1513																														
												244,500	0,2	-0,1491							244,500	0,4	-0,1998	244,500	0,0	-0,0721							244,500	0,1	-0,1510																														
												244,550	0,2	-0,1491							244,550	0,3	-0,1998	244,550	0,0	-0,0717							244,550	0,1	-0,1507																														
												244,600	0,2	-0,1491							244,600	0,3	-0,1993	244,600	0,0	-0,0715							244,600	0,1	-0,1504																														
												244,650	0,2	-0,1491							244,650	0,3	-0,1991	244,650	0,0	-0,0711							244,650	0,1	-0,1503																														
												244,700	0,2	-0,1490							244,700	0,3	-0,1991	244,700	0,0	-0,0706							244,700	0,1	-0,1501																														
												244,750	0,2	-0,1488							244,750	0,3	-0,1991	244,750	0,0	-0,0703							244,750	0,1	-0,1501																														
												244,800	0,2	-0,1488							244,800	0,3	-0,1991	244,800	0,0	-0,0701							244,800	0,1	-0,1500																														
												244,850	0,2	-0,1488							244,850	0,3	-0,1991	244,850	0,0	-0,0700							244,850	0,1	-0,1497																														
												244,900	0,2	-0,1487							244,900	0,3	-0,1992	244,900	0,0	-0,0701							244,900	0,1	-0,1495																														
												244,950	0,2	-0,1487							244,950	0,3	-0,1993	244,950	0,0	-0,0704							244,950	0,1	-0,1492																														
												245,000	0,2	-0,1487							245,000	0,3	-0,1993	245,000	0,0	-0,0706							245,000	0,1	-0,1489																														
												245,050	0,2	-0,1485							245,050	0,3	-0,1993	245,050	0,0	-0,0710							245,050	0,1	-0,1489																														
												245,100	0,2	-0,1484							245,100	0,3	-0,1993	245,100	0,0	-0,0710							245,100	0,1	-0,1489																														
												245,150	0,2	-0,1484							245,150	0,3	-0,1993	245,150	0,0	-0,0709							245,150	0,1	-0,1488																														
												245,200	0,2	-0,1483							245,200	0,3	-0,1993	245,200	0,0	-0,0709							245,200	0,1	-0,1488																														
												245,250	0,2	-0,1483							245,250	0,3	-0,1993	245,250	0,0	-0,0709							245,250	0,1	-0,1488																														
												245,300	0,2	-0,1483							245,300	0,3	-0,1992	245,300	0,0	-0,0710							245,300	0,1	-0,1488																														
												245,350	0,2	-0,1481							245,350	0,3	-0,1992	245,350	0,0	-0,0710							245,350	0,1	-0,1488																														
												245,400	0,2	-0,1479							245,400	0,3	-0,1992	245,400	0,0	-0,0709							245,400	0,1	-0,1485																														
												245,450	0,2	-0,1479							245,450	0,3	-0,1992	245,450	0,0	-0,0706							245,450	0,1	-0,1483																														
												245,500	0,2	-0,1479							245,500	0,3	-0,1992	245,500	0,0	-0,0701							245,500	0,1	-0,1481																														
												245,550	0,2	-0,1479							245,550	0,3	-0,1992	245,550	0,0	-0,0697							245,550	0,1	-0,1479																														
												245,600	0,2	-0,1479							245,600	0,3	-0,1992	245,600	0,0	-0,0691							245,600	0,1	-0,1478																														
												245,650	0,2	-0,1479							245,650	0,3	-0,1992	245,650	0,0	-0,0684							245,650	0,1	-0,1474																														
												245,700	0,2	-0,1479							245,700	0,3	-0,1992	245,700	0,0	-0,0676							245,700	0,1	-0,1471																														
												245,750	0,2	-0,1479							245,750	0,3	-0,1992	245,750	0,0	-0,0665							245,750	0,2	-0,1469																														
												245,800	0,2	-0,1479							245,800	0,3	-0,1991	245,800	0,0	-0,0652							245,800	0,2	-0,1468																														
												245,850	0,2	-0,1478							245,850	0,3	-0,1991	245,850	0,0	-0,0644							245,850	0,2	-0,1468																														
												245,900	0,2	-0,1478							245,900	0,3	-0,1990	245,900	0,0	-0,0637							245,900	0,2	-0,1468																														
												245,950	0,2	-0,1477							245,950	0,2	-0,1990	245,950	0,0	-0,0631							245,950	0,2	-0,1468																														
												246,000	0,2	-0,1477							246,000	0,2	-0,1990	246,000	0,0	-0,0630							246,000	0,2	-0,1468																														
												246,050	0,2	-0,1477							246,050	0,2	-0,1990	246,050	0,0	-0,0630							246,050	0,2	-0,1466																														
												246,100	0,2	-0,1476							246,100	0,2	-0,1987	246,100	0,0	-0,0631							246,100	0,2	-0,1463																														
												246,150	0,2	-0,1475							246,150	0,2	-0,1983	246,150	0,0	-0,0635							246,150	0,2	-0,1462																														
												246,200	0,2	-0,1475							246,200	0,2	-0,1982	246,200	0,0	-0,0636							246,200	0,2	-0,1462																														
