Time (s) Florinda 0.02 1.5	Light Intensity (% of scale max) Florinda 0.02 1.5	Position (m) Florinda 0.02 1.5	Time (s) Arianna 0.02 1.5	Light Intensity (% of scale max) Arianna 0.02 1.5	Position (m) Arianna 0.02 1.5	Time (s) Antonio 0.02 1.5	Light Intensity (% of scale max) Antonio 0.02 1.5	Position (m) Antonio 0.02 1.5	Time (s) Florinda 0.04 1.5	Light Intensity (% of scale max) Florinda 0.04 1.5	Position (m) Florinda 0.04 1.5	Time (s) Matteo 0.04 1.5	Light Intensity (% of scale max) Matteo 0.04 1.5	Position (m) Matteo 0.04 1.5	Time (s) Antonio 0.04 1.5	Light Intensity (% of scale max) Antonio 0.04 1.5	Position (m) Antonio 0.04 1.5	Time (s) Arianna 0.08 1.5	Light Intensity (% of scale max) Arianna 0.08 1.5	Position (m) Arianna 0.08 1.5	Time (s) Florinda 0.08 1.5	Light Intensity (% of scale max) Florinda 0.08 1.5	Position (m) Florinda 0.08 1.5	Time (s) Matteo 0.08 1.5	Light Intensity (% of scale max) Matteo 0.08 1.5	Position (m) Matteo 0.08 1.5	Time (s) Florinda 0.02 1.0 candela	Light Intensity (% of scale max) Florinda 0.02 1.0 candela	Position (m) Florinda 0.02 1.0 candela	Time (s) Antonio 0.04 1.0 candela	Light Intensity (% of scale max) Antonio 0.04 1.0 candela	Position (m) Antonio 0.04 1.0 candela	Time (s) Matteo 0.04 1.0	Light Intensity (% of scale max) Matteo 0.04 1.0	Position (m) Matteo 0.04 1.0	Time (s) Arianna 0.08 1.0	Light Intensity (% of scale max) Arianna 0.08 1.0	Position (m) Arianna 0.08 1.0	Time (s) Antonio 0.08 0.5	Light Intensity (% of scale max) Antonio 0.08 0.5	Position (m) Antonio 0.08 0.5	Time (s) Florinda 0.04 0.5	Light Intensity (% of scale max) Florinda 0.04 0.5	Position (m) Florinda 0.04 0.5	Time (s) Laser rumore costante sole	Light Intensity (% of scale max) Laser rumore costante sole	Position (m) Laser rumore costante sole	Time (s) Corrente di buio t candela	Light Intensity (% of scale max) Corrente di buio t candela	Position (m) Corrente di buio t candela	Time (s) Corrente di buio t lampadina	Light Intensity (% of scale max) Corrente di buio t lampadina	Position (m) Corrente di buio t lampadina	Time (s) Rumore t lampadina	Light Intensity (% of scale max) Rumore t lampadina	Position (m) Rumore t lampadina	Time (s) Rumore t candela	Light Intensity (% of scale max) Rumore t candela	Position (m) Rumore t candela	Time (s) Rumore s lampadina	Light Intensity (% of scale max) Rumore s lampadina	Position (m) Rumore s lampadina	Time (s) Antonio 2 0.02 1.5	Light Intensity (% of scale max) Antonio 2 0.02 1.5	Position (m) Antonio 2 0.02 1.5
1,500	0,0	0,0000	1,500	0,0	3,7500E-5	1,500	0,0	0,0000	1,500	0,0	7,5000E-5	1,500	0,0	0,0000	1,500	0,1	0,0000	1,500	0,0	-0,0025	1,500	0,1	-0,0023	1,500	0,0	-0,0033	1,500	0,8	0,0000	1,500	1,3	0,0000	1,500	0,0	-0,0027	1,500	0,0	-0,0098	1,500	0,0	-0,0085	1,500	0,0	0,0000	1,500	32,6	0,0000	1,500	1,9	0,0000	1,500	0,0	0,0000	1,500	0,1	0,0000	1,500	4,5	0,0000	1,500	0,1	-0,0126	1,500	0,0	-1,6875E-4
1,550	0,0	0,0000	1,550	0,0	3,7500E-5	1,550	0,0	0,0000	1,550	0,1	7,5000E-5	1,550	0,0	0,0000	1,550	0,1	0,0000	1,550	0,0	-0,0029	1,550	0,1	-0,0024	1,550	0,0	-0,0033	1,550	0,8	0,0000	1,550	1,1	0,0000	1,550	0,0	-0,0032	1,550	0,0	-0,0107	1,550	0,0	-0,0085	1,550	0,0	0,0000	1,550	32,6	0,0000	1,550	1,9	0,0000	1,550	0,0	0,0000	1,550	0,1	0,0000	1,550	4,5	0,0000	1,550	0,1	-0,0135	1,550	0,0	-3,2812E-4
1,600	0,0	0,0000	1,600	0,0	3,7500E-5	1,600	0,0	0,0000	1,600	0,1	7,5000E-5	1,600	0,0	-3,7500E-5	1,600	0,1	0,0000	1,600	0,0	-0,0033	1,600	0,1	-0,0027	1,600	0,0	-0,0033	1,600	0,8	0,0000	1,600	1,0	0,0000	1,600	0,0	-0,0039	1,600	0,0	-0,0118	1,600	0,0	-0,0085	1,600	0,0	0,0000	1,600	32,6	0,0000	1,600	1,9	0,0000	1,600	0,0	0,0000	1,600	0,1	0,0000	1,600	4,5	0,0000	1,600	0,1	-0,0150	1,600	0,1	-3,3750E-4
1,650	0,0	0,0000	1,650	0,0	3,7500E-5	1,650	0,0	0,0000	1,650	0,1	7,5000E-5	1,650	0,0	-7,5000E-5	1,650	0,1	0,0000	1,650	0,1	-0,0038	1,650	0,1	-0,0030	1,650	0,0	-0,0033	1,650	0,8	0,0000	1,650	1,3	0,0000	1,650	0,0	-0,0047	1,650	0,0	-0,0127	1,650	0,0	-0,0085	1,650	0,0	0,0000	1,650	32,6	0,0000	1,650	1,9	0,0000	1,650	0,0	0,0000	1,650	0,1	0,0000	1,650	4,6	0,0000	1,650	0,1	-0,0167	1,650	0,0	-3,3750E-4
1,700	0,0	0,0000	1,700	0,0	3,7500E-5	1,700	0,0	0,0000	1,700	0,1	7,5000E-5	1,700	0,0	-7,5000E-5	1,700	0,1	0,0000	1,700	0,0	-0,0043	1,700	0,1	-0,0032	1,700	0,0	-0,0035	1,700	0,8	0,0000	1,700	1,2	0,0000	1,700	0,0	-0,0047	1,700	0,0	-0,0137	1,700	0,0	-0,0085	1,700	0,0	0,0000	1,700	32,6	0,0000	1,700	1,9	0,0000	1,700	0,0	0,0000	1,700	0,1	0,0000	1,700	4,6	0,0000	1,700	0,1	-0,0183	1,700	0,1	-3,3750E-4
1,750	0,0	0,0000	1,750	0,0	3,7500E-5	1,750	0,0	0,0000	1,750	0,1	7,5000E-5	1,750	0,0	-7,5000E-5	1,750	0,1	0,0000	1,750	0,0	-0,0049	1,750	0,1	-0,0034	1,750	0,0	-0,0039	1,750	0,8	0,0000	1,750	1,1	0,0000	1,750	0,0	-0,0047	1,750	0,0	-0,0148	1,750	0,0	-0,0085	1,750	0,0	0,0000	1,750	32,6	0,0000	1,750	1,9	0,0000	1,750	0,0	0,0000	1,750	0,1	0,0000	1,750	4,6	0,0000	1,750	0,1	-0,0192	1,750	0,1	-3,3750E-4
1,800	0,0	0,0000	1,800	0,0	3,7500E-5	1,800	0,0	0,0000	1,800	0,1	7,5000E-5	1,800	0,0	-7,5000E-5	1,800	0,1	0,0000	1,800	0,0	-0,0054	1,800	0,1	-0,0035	1,800	0,0	-0,0041	1,800	0,8	0,0000	1,800	1,3	0,0000	1,800	0,0	-0,0047	1,800	0,0	-0,0160	1,800	0,0	-0,0085	1,800	0,0	-3,7500E-5	1,800	32,6	0,0000	1,800	1,8	0,0000	1,800	0,0	0,0000	1,800	0,1	0,0000	1,800	4,6	0,0000	1,800	0,1	-0,0193	1,800	0,1	-3,3750E-4
1,850	0,0	0,0000	1,850	0,0	9,3750E-6	1,850	0,0	0,0000	1,850	0,0	6,5625E-5	1,850	0,0	-7,5000E-5	1,850	0,1	-5,6250E-5	1,850	0,0	-0,0061	1,850	0,1	-0,0036	1,850	0,0	-0,0042	1,850	0,9	0,0000	1,850	1,2	3,7500E-5	1,850	0,0	-0,0046	1,850	0,0	-0,0174	1,850	0,0	-0,0085	1,850	0,0	-1,3125E-4	1,850	32,6	0,0000	1,850	1,8	0,0000	1,850	0,0	0,0000	1,850	0,1	0,0000	1,850	4,6	0,0000	1,850	0,1	-0,0193	1,850	0,1	-2,6250E-4
1,900	0,0	0,0000	1,900	0,0	3,7500E-5	1,900	0,0	0,0000	1,900	0,0	3,7500E-5	1,900	0,0	-7,5000E-5	1,900	0,1	-6,3750E-4	1,900	0,0	-0,0067	1,900	0,1	-0,0036	1,900	0,0	-0,0051	1,900	0,8	0,0000	1,900	1,1	3,7500E-5	1,900	0,0	-0,0044	1,900	0,0	-0,0188	1,900	0,0	-0,0086	1,900	0,0	-2,0625E-4	1,900	32,6	0,0000	1,900	1,8	0,0000	1,900	0,0	0,0000	1,900	0,1	0,0000	1,900	4,6	0,0000	1,900	0,1	-0,0192	1,900	0,1	-2,6250E-4
1,950	0,0	0,0000	1,950	0,0	3,7500E-5	1,950	0,0	0,0000	1,950	0,0	3,7500E-5	1,950	0,0	-7,5000E-5	1,950	0,1	-0,0017	1,950	0,0	-0,0073	1,950	0,1	-0,0036	1,950	0,0	-0,0060	1,950	0,8	0,0000	1,950	1,3	3,7500E-5	1,950	0,0	-0,0046	1,950	0,0	-0,0196	1,950	0,0	-0,0087	1,950	0,0	-2,2500E-4	1,950	32,6	0,0000	1,950	1,8	0,0000	1,950	0,0	0,0000	1,950	0,1	0,0000	1,950	4,6	0,0000	1,950	0,1	-0,0191	1,950	0,1	-2,6250E-4
2,000	0,0	0,0000	2,000	0,0	3,7500E-5	2,000	0,0	0,0000	2,000	0,0	3,7500E-5	2,000	0,0	-7,5000E-5	2,000	0,1	-0,0030	2,000	0,0	-0,0082	2,000	0,1	-0,0036	2,000	0,0	-0,0061	2,000	0,8	0,0000	2,000	1,2	3,7500E-5	2,000	0,0	-0,0047	2,000	0,0	-0,0197	2,000	0,0	-0,0089	2,000	0,0	-2,2500E-4	2,000	32,6	0,0000	2,000	1,8	0,0000	2,000	0,0	0,0000	2,000	0,1	0,0000	2,000	4,6	0,0000	2,000	0,1	-0,0191	2,000	0,1	-2,6250E-4
2,050	0,0	0,0000	2,050	0,0	3,7500E-5	2,050	0,0	0,0000	2,050	0,0	3,7500E-5	2,050	0,0	-7,5000E-5	2,050	0,1	-0,0035	2,050	0,0	-0,0085	2,050	0,1	-0,0033	2,050	0,0	-0,0061	2,050	0,8	0,0000	2,050	1,0	3,7500E-5	2,050	0,0	-0,0050	2,050	0,0	-0,0194	2,050	0,0	-0,0091	2,050	0,0	-3,1875E-4	2,050	32,6	0,0000	2,050	1,8	0,0000	2,050	0,0	0,0000	2,050	0,1	0,0000	2,050	4,6	0,0000	2,050	0,1	-0,0191	2,050	0,1	-2,6250E-4
2,100	0,0	0,0000	2,100	0,0	3,7500E-5	2,100	0,0	0,0000	2,100	0,0	3,7500E-5	2,100	0,0	-7,5000E-5	2,100	0,1	-0,0042	2,100	0,0	-0,0083	2,100	0,1	-0,0030	2,100	0,0	-0,0061	2,100	0,8	0,0000	2,100	1,2	3,7500E-5	2,100	0,0	-0,0061	2,100	0,0	-0,0192	2,100	0,0	-0,0094	2,100	0,0	-4,3125E-4	2,100	32,6	0,0000	2,100	1,8	0,0000	2,100	0,0	0,0000	2,100	0,1	0,0000	2,100	4,6	0,0000	2,100	0,1	-0,0191	2,100	0,1	-2,6250E-4
2,150	0,0	0,0000	2,150	0,0	3,7500E-5	2,150	0,0	0,0000	2,150	0,0	-3,8437E-4	2,150	0,0	-7,5000E-5	2,150	0,1	-0,0047	2,150	0,0	-0,0081	2,150	0,1	-0,0030	2,150	0,0	-0,0061	2,150	0,9	0,0000	2,150	1,0	3,7500E-5	2,150	0,0	-0,0068	2,150	0,0	-0,0192	2,150	0,0	-0,0097	2,150	0,0	-6,5625E-4	2,150	32,6	0,0000	2,150	1,8	0,0000	2,150	0,0	0,0000	2,150	0,1	0,0000	2,150	4,6	0,0000	2,150	0,1	-0,0191	2,150	0,1	-2,6250E-4
2,200	0,0	0,0000	2,200	0,0	3,7500E-5	2,200	0,0	0,0000	2,200	0,0	-8,2500E-4	2,200	0,0	-7,5000E-5	2,200	0,1	-0,0056	2,200	0,0	-0,0081	2,200	0,1	-0,0030	2,200	0,0	-0,0061	2,200	0,9	0,0000	2,200	0,9	0,0000	2,200	0,0	-0,0072	2,200	0,0	-0,0192	2,200	0,0	-0,0105	2,200	0,0	-0,0010	2,200	32,6	0,0000	2,200	1,8	0,0000	2,200	0,0	0,0000	2,200	0,1	0,0000	2,200	4,6	0,0000	2,200	0,1	-0,0191	2,200	0,1	-2,6250E-4
2,250	0,0	0,0000	2,250	0,0	3,7500E-5	2,250	0,0	0,0000	2,250	0,0	-0,0015	2,250	0,0	-7,5000E-5	2,250	0,1	-0,0066	2,250	0,0	-0,0081	2,250	0,1	-0,0030	2,250	0,0	-0,0060	2,250	0,9	0,0000	2,250	1,1	0,0000	2,250	0,0	-0,0082	2,250	0,0	-0,0192	2,250	0,0	-0,0113	2,250	0,0	-0,0014	2,250	32,6	0,0000	2,250	1,8	0,0000	2,250	0,0	0,0000	2,250	0,1	0,0000	2,250	4,6	0,0000	2,250	0,1	-0,0191	2,250	0,1	-2,6250E-4
2,300	0,0	-3,7500E-5	2,300	0,0	3,7500E-5	2,300	0,0	0,0000	2,300	0,0	-0,0016	2,300	0,0	-7,5000E-5	2,300	0,1	-0,0073	2,300	0,0	-0,0081	2,300	0,1	-0,0030	2,300	0,0	-0,0060	2,300	0,9	0,0000	2,300	1,0	0,0000	2,300	0,0	-0,0090	2,300	0,0	-0,0192	2,300	0,0	-0,0120	2,300	0,0	-0,0019	2,300	32,6	0,0000	2,300	1,8	0,0000	2,300	0,0	0,0000	2,300	0,1	0,0000	2,300	4,7	0,0000	2,300	0,1	-0,0193	2,300	0,1	-2,6250E-4
2,350	0,0	-2,1563E-4	2,350	0,0	3,7500E-5	2,350	0,0	0,0000	2,350	0,0	-0,0018	2,350	0,0	-7,5000E-5	2,350	0,1	-0,0075	2,350	0,0	-0,0081	2,350	0,1	-0,0030	2,350	0,0	-0,0060	2,350	0,9	-8,4375E-5	2,350	0,9	0,0000	2,350	0,0	-0,0090	2,350	0,0	-0,0192	2,350	0,0	-0,0124	2,350	0,0	-0,0025	2,350	32,6	0,0000	2,350	1,8	0,0000	2,350	0,0	0,0000	2,350	0,1	0,0000	2,350	4,7	0,0000	2,350	0,1	-0,0196	2,350	0,1	-2,6250E-4
2,400	0,0	-6,3750E-4	2,400	0,0	3,7500E-5	2,400	0,0	0,0000	2,400	0,0	-0,0022	2,400	0,0	-7,5000E-5	2,400	0,1	-0,0081	2,400	0,0	-0,0081	2,400	0,1	-0,0030	2,400	0,0	-0,0060	2,400	0,9	-5,6250E-4	2,400	1,1	0,0000	2,400	0,0	-0,0088	2,400	0,0	-0,0192	2,400	0,0	-0,0126	2,400	0,0	-0,0030	2,400	32,6	0,0000	2,400	1,8	0,0000	2,400	0,0	0,0000	2,400	0,1	0,0000	2,400	4,7	0,0000	2,400	0,1	-0,0202	2,400	0,1	-2,6250E-4
2,450	0,0	-0,0017	2,450	0,0	3,7500E-5	2,450	0,0	0,0000	2,450	0,0	-0,0027	2,450	0,0	-7,5000E-5	2,450	0,1	-0,0090	2,450	0,0	-0,0081	2,450	0,1	-0,0030	2,450	0,0	-0,0060	2,450	1,0	-9,6563E-4	2,450	1,0	0,0000	2,450	0,0	-0,0088	2,450	0,0	-0,0192	2,450	0,0	-0,0130	2,450	0,0	-0,0036	2,450	32,6	0,0000	2,450	1,8	0,0000	2,450	0,0	0,0000	2,450	0,1	0,0000	2,450	4,7	0,0000	2,450	0,1	-0,0215	2,450	0,1	-2,7188E-4
2,500	0,0	-0,0029	2,500	0,0	3,7500E-5	2,500	0,0	0,0000	2,500	0,0	-0,0028	2,500	0,0	-7,5000E-5	2,500	0,1	-0,0095	2,500	0,0	-0,0081	2,500	0,1	-0,0030	2,500	0,0	-0,0061	2,500	1,0	-0,0010	2,500	1,0	0,0000	2,500	0,0	-0,0088	2,500	0,0	-0,0193	2,500	0,0	-0,0134	2,500	0,0	-0,0045	2,500	32,6	0,0000	2,500	1,8	0,0000	2,500	0,0	0,0000	2,500	0,1	0,0000	2,500	4,7	0,0000	2,500	0,1	-0,0229	2,500	0,1	-3,5625E-4
2,550	0,0	-0,0042	2,550	0,0	3,7500E-5	2,550	0,0	0,0000	2,550	0,0	-0,0028	2,550	0,0	-7,5000E-5	2,550	0,0	-0,0101	2,550	0,0	-0,0083	2,550	0,1	-0,0030	2,550	0,0	-0,0066	2,550	1,0	-0,0011	2,550	1,2	-4,2188E-4	2,550	0,0	-0,0088	2,550	0,0	-0,0194	2,550	0,0	-0,0140	2,550	0,0	-0,0056	2,550	32,6	0,0000	2,550	1,9	0,0000	2,550	0,0	0,0000	2,550	0,1	0,0000	2,550	4,7	0,0000	2,550	0,1	-0,0240	2,550	0,1	-4,4063E-4
2,600	0,0	-0,0055	2,600	0,0	3,7500E-5	2,600	0,0	0,0000	2,600	0,0	-0,0030	2,600	0,0	-1,1250E-4	2,600	0,0	-0,0111	2,600	0,0	-0,0088	2,600	0,1	-0,0030	2,600	0,0	-0,0074	2,600	1,0	-0,0012	2,600	1,1	-6,7500E-4	2,600	0,0	-0,0088	2,600	0,0	-0,0195	2,600	0,0	-0,0144	2,600	0,0	-0,0066	2,600	32,6	0,0000	2,600	1,9	0,0000	2,600	0,0	0,0000	2,600	0,1	0,0000	2,600	4,7	0,0000	2,600	0,1	-0,0249	2,600	0,1	-4,5000E-4
2,650	0,0	-0,0067	2,650	0,0	3,7500E-5	2,650	0,0	0,0000	2,650	0,0	-0,0032	2,650	0,0	-1,9688E-4	2,650	0,0	-0,0122	2,650	0,0	-0,0095	2,650	0,1	-0,0032	2,650	0,0	-0,0075	2,650	1,0	-0,0016	2,650	1,0	-0,0011	2,650	0,0	-0,0088	2,650	0,0	-0,0196	2,650	0,0	-0,0149	2,650	0,0	-0,0077	2,650	32,6	0,0000	2,650	1,8	0,0000	2,650	0,0	0,0000	2,650	0,1	0,0000	2,650	4,7	0,0000	2,650	0,1	-0,0261	2,650	0,1	-4,5000E-4
2,700	0,0	-0,0077	2,700	0,0	3,7500E-5	2,700	0,0	0,0000	2,700	0,0	-0,0035	2,700	0,0	-2,2500E-4	2,700	0,0	-0,0133	2,700	0,0	-0,0104	2,700	0,1	-0,0032	2,700	0,0	-0,0078	2,700	1,0	-0,0019	2,700	1,2	-0,0013	2,700	0,0	-0,0088	2,700	0,0	-0,0197	2,700	0,0	-0,0153	2,700	0,0	-0,0088	2,700	32,6	0,0000	2,700	1,8	0,0000	2,700	0,0	0,0000	2,700	0,1	0,0000	2,700	4,7	0,0000	2,700	0,1	-0,0269	2,700	0,1	-4,5000E-4
2,750	0,0	-0,0096	2,750	0,0	3,7500E-5	2,750	0,0	0,0000	2,750	0,0	-0,0042	2,750	0,0	-2,8125E-4	2,750	0,0	-0,0142	2,750	0,0	-0,0111	2,750	0,1	-0,0033	2,750	0,0	-0,0086	2,750	1,0	-0,0024	2,750	1,1	-0,0018	2,750	0,0	-0,0090	2,750	0,0	-0,0199	2,750	0,0	-0,0156	2,750	0,0	-0,0094	2,750	32,6	0,0000	2,750	1,8	0,0000	2,750	0,0	0,0000	2,750	0,1	0,0000	2,750	4,7	0,0000	2,750	0,1	-0,0274	2,750	0,1	-4,5000E-4
2,800	0,0	-0,0114	2,800	0,0	3,7500E-5	2,800	0,0	0,0000	2,800	0,0	-0,0046	2,800	0,0	-6,3750E-4	2,800	0,0	-0,0148	2,800	0,0	-0,0117	2,800	0,1	-0,0033	2,800	0,0	-0,0091	2,800	1,0	-0,0028	2,800	1,1	-0,0024	2,800	0,0	-0,0092	2,800	0,0	-0,0201	2,800	0,0	-0,0157	2,800	0,0	-0,0098	2,800	32,6	0,0000	2,800	1,9	0,0000	2,800	0,0	0,0000	2,800	0,1	0,0000	2,800	4,7	0,0000	2,800	0,1	-0,0285	2,800	0,1	-4,5000E-4
2,850	0,0	-0,0115	2,850	0,0	3,7500E-5	2,850	0,0	9,3750E-6	2,850	0,0	-0,0046	2,850	0,0	-7,5937E-4	2,850	0,0	-0,0151	2,850	0,0	-0,0123	2,850	0,1	-0,0034	2,850	0,0	-0,0094	2,850	1,0	-0,0031	2,850	1,1	-0,0029	2,850	0,0	-0,0094	2,850	0,0	-0,0204	2,850	0,0	-0,0157	2,850	0,0	-0,0105	2,850	32,6	0,0000	2,850	1,9	0,0000	2,850	0,0	0,0000	2,850	0,1	0,0000	2,850	4,7	0,0000	2,850	0,1	-0,0297	2,850	0,1	-5,2500E-4
2,900	0,0	-0,0115	2,900	0,0	3,7500E-5	2,900	0,0	3,7500E-5	2,900	0,0	-0,0046	2,900	0,0	-7,8750E-4	2,900	0,0	-0,0151	2,900	0,0	-0,0129	2,900	0,1	-0,0035	2,900	0,0	-0,0095	2,900	1,0	-0,0034	2,900	1,3	-0,0034	2,900	0,0	-0,0097	2,900	0,0	-0,0208	2,900	0,0	-0,0156	2,900	0,0	-0,0113	2,900	32,6	0,0000	2,900	1,8	0,0000	2,900	0,0	0,0000	2,900	0,1	0,0000	2,900	4,8	0,0000	2,900	0,1	-0,0308	2,900	0,1	-0,0010
2,950	0,0	-0,0115	2,950	0,0	3,7500E-5	2,950	0,0	3,7500E-5	2,950	0,0	-0,0046	2,950	0,0	-7,8750E-4	2,950	0,0	-0,0149	2,950	0,0	-0,0134	2,950	0,1	-0,0036	2,950	0,0	-0,0095	2,950	1,0	-0,0039	2,950	1,1	-0,0043	2,950	0,0	-0,0108	2,950	0,0	-0,0212	2,950	0,0	-0,0154	2,950	0,0	-0,0119	2,950	32,6	0,0000	2,950	1,8	0,0000	2,950	0,0	0,0000	2,950	0,1	0,0000	2,950	4,7	0,0000	2,950	0,1	-0,0319	2,950	0,1	-0,0018
3,000	0,0	-0,0115	3,000	0,0	3,7500E-5	3,000	0,0	3,7500E-5	3,000	0,0	-0,0046	3,000	0,0	-8,6250E-4	3,000	0,0	-0,0148	3,000	0,0	-0,0143	3,000	0,1	-0,0038	3,000	0,0	-0,0095	3,000	1,0	-0,0044	3,000	1,0	-0,0053	3,000	0,0	-0,0117	3,000	0,0	-0,0216	3,000	0,0	-0,0154	3,000	0,0	-0,0125	3,000	32,6	0,0000	3,000	1,8	0,0000	3,000	0,0	0,0000	3,000	0,1	0,0000	3,000	4,7	0,0000	3,000	0,1	-0,0328	3,000	0,1	-0,0022
3,050	0,0	-0,0115	3,050	0,0	4,6875E-5	3,050	0,0	3,7500E-5	3,050	0,0	-0,0046	3,050	0,0	-0,0013	3,050	0,0	-0,0148	3,050	0,0	-0,0150	3,050	0,1	-0,0039	3,050	0,0	-0,0092	3,050	1,0	-0,0048	3,050	1,2	-0,0059	3,050	0,0	-0,0125	3,050	0,0	-0,0221	3,050	0,0	-0,0154	3,050	0,0	-0,0131	3,050	32,6	0,0000	3,050	1,8	0,0000	3,050	0,0	0,0000	3,050	0,1	0,0000	3,050	4,7	0,0000	3,050	0,1	-0,0333	3,050	0,1	-0,0022
3,100	0,0	-0,0115	3,100	0,0	7,5000E-5	3,100	0,0	3,7500E-5	3,100	0,0	-0,0045	3,100	0,0	-0,0017	3,100	0,0	-0,0148	3,100	0,0	-0,0158	3,100	0,1	-0,0040	3,100	0,0	-0,0091	3,100	1,1	-0,0052	3,100	1,1	-0,0065	3,100	0,0	-0,0131	3,100	0,0	-0,0226	3,100	0,0	-0,0154	3,100	0,0	-0,0133	3,100	32,6	0,0000	3,100	1,9	0,0000	3,100	0,0	0,0000	3,100	0,1	0,0000	3,100	4,8	0,0000	3,100	0,1	-0,0339	3,100	0,1	-0,0021
3,150	0,0	-0,0115	3,150	0,0	7,5000E-5	3,150	0,0	3,7500E-5	3,150	0,0	-0,0043	3,150	0,0	-0,0018	3,150	0,0	-0,0148	3,150	0,0	-0,0166	3,150	0,1	-0,0041	3,150	0,0	-0,0091	3,150	1,1	-0,0055	3,150	1,0	-0,0072	3,150	0,0	-0,0133	3,150	0,0	-0,0230	3,150	0,0	-0,0154	3,150	0,0	-0,0133	3,150	32,6	0,0000	3,150	1,8	0,0000	3,150	0,0	0,0000	3,150	0,1	0,0000	3,150	4,8	0,0000	3,150	0,1	-0,0344	3,150	0,1	-0,0013
3,200	0,0	-0,0115	3,200	0,0	7,5000E-5	3,200	0,0	3,7500E-5	3,200	0,0	-0,0043	3,200	0,0	-0,0018	3,200	0,0	-0,0148	3,200	0,0	-0,0174	3,200	0,1	-0,0044	3,200	0,0	-0,0091	3,200	1,1	-0,0055	3,200	1,3	-0,0077	3,200	0,0	-0,0133	3,200	0,0	-0,0236	3,200	0,0	-0,0154	3,200	0,0	-0,0133	3,200	32,6	0,0000	3,200	1,8	0,0000	3,200	0,0	0,0000	3,200	0,1	0,0000	3,200	4,8	0,0000	3,200	0,1	-0,0344	3,200	0,0	0,0000
3,250	0,0	-0,0115	3,250	0,0	7,5000E-5	3,250	0,0	3,7500E-5	3,250	0,0	-0,0043	3,250	0,0	-0,0017	3,250	0,0	-0,0148	3,250	0,0	-0,0177	3,250	0,1	-0,0045	3,250	0,0	-0,0091	3,250	1,1	-0,0055	3,250	0,9	-0,0085	3,250	0,0	-0,0131	3,250	0,0	-0,0241	3,250	0,0	-0,0154	3,250	0,0	-0,0134	3,250	32,6	0,0000	3,250	1,8	0,0000	3,250	0,0	0,0000	3,250	0,1	0,0000	3,250	4,7	0,0000	3,250	0,1	-0,0344	3,250	0,0	0,0000
3,300	0,0	-0,0115	3,300	0,0	5,6250E-5	3,300	0,0	3,7500E-5	3,300	0,0	-0,0043	3,300	0,0	-0,0015	3,300	0,0	-0,0149	3,300	0,0	-0,0176	3,300	0,1	-0,0047	3,300	0,0	-0,0092	3,300	1,1	-0,0055	3,300	1,0	-0,0086	3,300	0,0	-0,0131	3,300	0,0	-0,0247	3,300	0,0	-0,0154	3,300	0,0	-0,0137	3,300	32,6	0,0000	3,300	1,8	0,0000	3,300	0,0	0,0000	3,300	0,1	0,0000	3,300	4,8	0,0000	3,300	0,1	-0,0344	3,300	0,0	0,0000
3,350	0,0	-0,0117	3,350	0,0	3,7500E-5	3,350	0,0	3,7500E-5	3,350	0,0	-0,0043	3,350	0,0	-0,0014	3,350	0,0	-0,0152	3,350	0,0	-0,0174	3,350	0,1	-0,0050	3,350	0,0	-0,0095	3,350	1,0	-0,0055	3,350	1,0	-0,0083	3,350	0,0	-0,0131	3,350	0,0	-0,0254	3,350	0,0	-0,0154	3,350	0,0	-0,0138	3,350	32,6	0,0000	3,350	1,8	0,0000	3,350	0,0	0,0000	3,350	0,1	0,0000	3,350	4,8	0,0000	3,350	0,1	-0,0344	3,350	0,0	0,0000
3,400	0,0	-0,0120	3,400	0,0	3,7500E-5	3,400	0,0	3,7500E-5	3,400	0,0	-0,0043	3,400	0,0	-0,0014	3,400	0,0	-0,0159	3,400	0,0	-0,0173	3,400	0,1	-0,0053	3,400	0,0	-0,0098	3,400	1,1	-0,0055	3,400	0,9	-0,0082	3,400	0,0	-0,0131	3,400	0,0	-0,0261	3,400	0,0	-0,0155	3,400	0,0	-0,0141	3,400	32,6	0,0000	3,400	1,8	0,0000	3,400	0,0	0,0000	3,400	0,1	0,0000	3,400	4,7	0,0000	3,400	0,1	-0,0344	3,400	0,0	0,0000
3,450	0,0	-0,0130	3,450	0,0	3,7500E-5	3,450	0,0	3,7500E-5	3,450	0,0	-0,0043	3,450	0,0	-0,0014	3,450	0,0	-0,0175	3,450	0,0	-0,0173	3,450	0,1	-0,0056	3,450	0,0	-0,0102	3,450	1,1	-0,0055	3,450	1,2	-0,0082	3,450	0,0	-0,0131	3,450	0,0	-0,0269	3,450	0,0	-0,0157	3,450	0,0	-0,0142	3,450	32,6	0,0000	3,450	1,8	0,0000	3,450	0,0	0,0000	3,450	0,1	0,0000	3,450	4,7	0,0000	3,450	0,1	-0,0344	3,450	0,0	0,0000
